Unique ID	Name	Color	Pitch	Cost	Power	Defense	Health	Intelligence	Arcane	Types	Traits	Card Keywords	Abilities and Effects	Ability and Effect Keywords	Granted Keywords	Removed Keywords	Interacts with Keywords	Functional Text	Type Text	Card Played Horizontally	Blitz Legal	CC Legal	Silver Age Legal	Commoner Legal	LL Legal
QT8JfjzmzqRR9MWgtgPLR	Romping Club				4					Brute, Weapon, Club, 2H			Once per Turn Action, Once per Turn Effect	Attack				"**Once per Turn Action** - {r}{r}: **Attack**

Once per turn, when you discard a card with 6 or more {p}, this gets +1{p} until end of turn."	Brute Weapon - Club (2H)						
JWGCCknwHPjTKzpwpnBcJ	Ronin Renegade	Red	1	0	3	2				Draconic, Ninja, Action, Attack		Go again						**Go again**	Draconic Ninja Action - Attack						
9qQwd6zHHQtKkbHbhPqgk	Ronin Renegade	Yellow	2	0	2	2				Draconic, Ninja, Action, Attack		Go again						**Go again**	Draconic Ninja Action - Attack						
qMMm8Ldtfhn8Lt8LdHwNB	Ronin Renegade	Blue	3	0	1	2				Draconic, Ninja, Action, Attack		Go again						**Go again**	Draconic Ninja Action - Attack						
jnM9JWHGJqdtjPmLCbGMm	Root-Bound Trunks					1				Earth, Guardian, Equipment, Legs		Blade Break						"When this defends together with an aura card, create an Embodiment of Earth token.

**Blade Break**"	Earth Guardian Equipment - Legs				No	No	
DPFPrrNbJmtDHjBLtk6zz	Rootbound Carapace	Red	1	0		3				Earth, Defense Reaction		Decompose						**Decompose** - You may banish 2 Earth cards and an action card from your graveyard. If you do, this gets +1{d}.	Earth Defense Reaction					No	
rHt7wrBkFcGCKBNq8BckW	Rootbound Carapace	Yellow	2	0		2				Earth, Defense Reaction		Decompose						**Decompose** - You may banish 2 Earth cards and an action card from your graveyard. If you do, this gets +1{d}.	Earth Defense Reaction					No	
kj7bRzhn8wTj7CMJTtdDn	Rootbound Carapace	Blue	3	0		1				Earth, Defense Reaction		Decompose						**Decompose** - You may banish 2 Earth cards and an action card from your graveyard. If you do, this gets +1{d}.	Earth Defense Reaction					No	
cbHrfwmLrMjWdhdBtzbff	Rosetta Thorn				2				2	Runeblade, Weapon, Sword, 2H			Once per Turn Action	Attack				"**Once per Turn Action** - {r}: **Attack**

When this attacks, if you've played an attack action card and a non-attack action card this turn, deal 2 arcane damage to target hero."	Runeblade Weapon - Sword (2H)						
n9MjKgmBg8mjqF9hThqcG	Rotary Ram	Red	1	0		3				Mechanologist, Action		Go again					Boost	"The next Mechanologist attack action card you play this turn gets +3{p}.

If you've **boosted** this turn, put this on the bottom of its owner's deck.

**Go again**"	Mechanologist Action						
HqttnTjTP6NRFhLcmPN89	Rotary Ram	Yellow	2	0		3				Mechanologist, Action		Go again					Boost	"The next Mechanologist attack action card you play this turn gains +2{p}.

If you have **boosted** this turn, put Rotary Ram on the bottom of your deck.

**Go again**"	Mechanologist Action						
pKWdTpTngjM9dBzTbhjPK	Rotary Ram	Blue	3	0		3				Mechanologist, Action		Go again					Boost	"The next Mechanologist attack action card you play this turn gains +1{p}.

If you have **boosted** this turn, put Rotary Ram on the bottom of your deck.

**Go again**"	Mechanologist Action						
6nGBJrh8MDLD7JJBD6NPK	Rotten Old Buckler					1				Guardian, Equipment, Off-Hand		Blade Break						**Blade Break**	Guardian Equipment - Off-Hand						
kMcJmLgJPhnbtBkWkPH77	Rotten Remains	Blue	3	0	1	3				Generic, Action, Attack								When this attacks, you may banish a card with 1{p} from each hero's graveyard. If you do, this gets +1{p}, then repeat this process.	Generic Action - Attack				No	No	
HmQ8dbfPL8BLMkJDGGGm8	Rotwood Reaper				2					Earth, Runeblade, Weapon, Sword, 2H			Once per Turn Action	Attack				"**Once per Turn Action** - {r}{r}: **Attack**

If you've played or created an aura this turn, this gets +2{p}."	Earth Runeblade Weapon - Sword (2H)						
fHdJPFcMkDBRMTqThPG7w	Rough Up	Red	1	2	6	3				Brute, Action, Attack								If there is a card with 6 or more {p} in your pitch zone, this gets +1{p}.	Brute Action - Attack						
DhnFPrT6QqFMWbKMkWGPq	Rough Up	Yellow	2	2	5	3				Brute, Action, Attack								If there is a card with 6 or more {p} in your pitch zone, this gets +1{p}.	Brute Action - Attack						
bj8NnLLcbrHGcWhfT8JJH	Rough Up	Blue	3	2	4	3				Brute, Action, Attack								If there is a card with 6 or more {p} in your pitch zone, this gets +1{p}.	Brute Action - Attack						
wL86pzwQw6qq8P6RpGTd6	Rouse the Ancients	Blue	3	3	0	2				Generic, Action, Attack		Go again						"As an additional cost to play this, you may reveal any number of attack action cards from your hand with 13 or more total {p}.

If the additional cost was paid, this gets +7{p} and **go again**."	Generic Action - Attack				No	No	
LqHg97rKtkDd9BznfDHHB	Rousing Aether	Red	1	2		3			4	Wizard, Action								"Deal 4 arcane damage to target hero.

The next card you play this turn with an arcane damage effect, instead deals that much arcane damage plus 1."	Wizard Action						
FcLnCMGp9RCkzjm8mRR9r	Rousing Aether	Yellow	2	2		3			3	Wizard, Action								"Deal 3 arcane damage to target hero.

The next card you play this turn with an arcane damage effect, instead deals that much arcane damage plus 1."	Wizard Action						
MrThq7hF8q8BFMhfjtqWh	Rousing Aether	Blue	3	2		3			2	Wizard, Action								"Deal 2 arcane damage to target hero.

The next card you play this turn with an arcane damage effect, instead deals that much arcane damage plus 1."	Wizard Action						
gKGT9RtDz7RGgtLWKkhgJ	Rout	Red	1	2		3				Warrior, Attack Reaction		Reprise						"Target weapon attack gets +3{p}.

**Reprise** - If the defending hero has defended with a card from their hand this chain link, you may return a non-equipment defending card to its owners hand."	Warrior Attack Reaction					No	
G6zJNLBqTJDLhPgDqpT6w	Rowdy Locals	Blue	3	0	2	3				Generic, Action, Attack								"If this is defended by an action card, this gets +2{p}.

When this hits a hero, discard a card. If you do, they discard a card."	Generic Action - Attack				No	No	
ndkdtQQH6CGf9zhdGqgcW	Rubble Raiser	Red	1	4	8	3				Guardian, Action, Attack		Heave 2						**Heave 2**	Guardian Action - Attack						
MLfWBpdJqQ8GwRdLqwJGG	Rubble Raiser	Yellow	2	4	7	3				Guardian, Action, Attack		Heave 2						**Heave 2**	Guardian Action - Attack						
TrtRgRPz7HHwmMTP9dJJd	Rubble Raiser	Blue	3	4	6	3				Guardian, Action, Attack		Heave 2						**Heave 2**	Guardian Action - Attack						
chPNcp7C8zz7FFPhLkMrh	Ruby Amulet	Blue	3	0						Generic, Action, Item		Legendary, Watery Grave	Instant					"**Instant** - Destroy this: Gain {r}{r}

**Legend of the Watery Grave**"	Generic Action - Item				No	No	
JGTWPHkq97qTw6qtMgNHN	Rugged Roller				6					Brute, Weapon, Club, 2H			Once per Turn Action	Attack				"**Once per Turn Action** - {r}: **Attack**

Activate this only if you've rolled a 6 on a die this turn."	Brute Weapon - Club (2H)						
hww9qcDJ9r99NFhL6ctBd	Rumble Grunting	Red	1	0		3				Brute, Action		Go again						"Play this only if you've discarded a card with 6 or more {p} this turn.

Your next Brute attack this turn gets +4{p}.

**Go again**"	Brute Action						
9ctkKznmBQTFqD9DDfbRr	Rumble Grunting	Yellow	2	0		3				Brute, Action		Go again						"Play this only if you've discarded a card with 6 or more {p} this turn.

Your next Brute attack this turn gets +3{p}.

**Go again**"	Brute Action						
BhPz6pPfhwj69gGJTqCPp	Rumble Grunting	Blue	3	0		3				Brute, Action		Go again						"Play this only if you've discarded a card with 6 or more {p} this turn.

Your next Brute attack this turn gets +2{p}.

**Go again**"	Brute Action						
JtKwDrDNzfLLD7tHjWzw7	Rumbling Hunger	Red	1	2	6	3				Shadow, Brute, Action, Attack		Blood Debt, Go again						"When this hits, if you've banished a card with 6 or more {p} this turn, create a Blasmophet, the Insatiable Hunger token and this gets **go again**.

**Blood Debt**"	Shadow Brute Action - Attack					No	
HCbqq67LkGRRNjgp7pzWW	Rumbling Hunger	Yellow	2	2	5	3				Shadow, Brute, Action, Attack		Blood Debt, Go again						"When this hits, if you've banished a card with 6 or more {p} this turn, create a Blasmophet, the Insatiable Hunger token and this gets **go again**.

**Blood Debt**"	Shadow Brute Action - Attack					No	
Jq8jc9QRzcpTtWM97Ldz8	Rumbling Hunger	Blue	3	2	4	3				Shadow, Brute, Action, Attack		Blood Debt, Go again						"When this hits, if you've banished a card with 6 or more {p} this turn, create a Blasmophet, the Insatiable Hunger token and this gets **go again**.

**Blood Debt**"	Shadow Brute Action - Attack					No	
WLNGdRBzRcLqzhdrMbDG8	Run Roughshod	Blue	3	1	5	3				Brute, Action, Attack								Play this only if you've discarded a card with 6 or more {p} this turn.	Brute Action - Attack					No	
Q9wHzF6BQjrjMwmKWBbpn	Run Through	Red	1	1		3				Warrior, Attack Reaction					Go again			"Target sword attack gets **go again**.

Your next sword attack this turn gets +3{p}."	Warrior Attack Reaction					No	
DBDwbqjgnpnNfFrJ8Dmhr	Run Through	Yellow	2	1		3				Warrior, Attack Reaction					Go again			"Target sword attack gets **go again**.

Your next sword attack this turn gets +2{p}."	Warrior Attack Reaction					No	
RRBhCdRN8Fj7zw6hQdLPJ	Run Through	Blue	3	1		3				Warrior, Attack Reaction					Go again			"Target sword attack gets **go again**.

Your next sword attack this turn gets +1{p}."	Warrior Attack Reaction					No	
wbJtMrPCzqL6NRGrT6fJK	Run into Trouble	Red	1			3				Brute, Warrior, Block								When this defends, if you control an Agility token, deal 1 damage to the attacking hero.	Brute / Warrior Block					No	
QFg6Qh7ckkNzfhkDrJdrh	Runaways					0				Generic, Equipment, Legs			Instant					**Instant** - Destroy this: Prevent the next 1 damage that would be dealt to you this turn. Activate this only if you've been dealt damage this turn.	Generic Equipment - Legs						
TWm6BC9zbHp69FkFNmbnR	Rune Flash	Red	1	3	4	3				Runeblade, Action, Attack		Go again						"This costs {r} less to play for each Runechant you control.

**Go again**"	Runeblade Action - Attack						
FCJjCLKrKbQ7nhwhHwbHB	Rune Flash	Yellow	2	3	3	3				Runeblade, Action, Attack		Go again						"This costs {r} less to play for each Runechant you control.

**Go again**"	Runeblade Action - Attack						
TGPPfm8pTmjLGHjB889bD	Rune Flash	Blue	3	3	2	3				Runeblade, Action, Attack		Go again						"This costs {r} less to play for each Runechant you control.

**Go again**"	Runeblade Action - Attack						
HnWJDF9KtC8DgPRLtC9z9	Rune Snare	Red	1	0		2				Ranger, Action, Trap		Go again						"Your next arrow attack this turn gets +3{p}.

**Go again**

When this defends and the attacking hero has played or created 2 or more auras this turn, destroy an aura they control."	Ranger Action - Trap				No	No	
7rQWjNgrPmCm9wJRNHdbG	Runebleed Robe					0				Runeblade, Equipment, Chest		Arcane Barrier 1	Instant					"**Instant** - Destroy this and a Runechant you control: Prevent the next 1 arcane damage that would be dealt to you this turn.

**Arcane Barrier 1**"	Runeblade Equipment - Chest						
NNF6jp7QzRTLGJwdK7Cdz	Runeblood Barrier	Yellow	2	3		2				Runeblade, Action, Aura								"When this enters the arena, create 4 Runechant tokens.

If you would be dealt damage, instead destroy that many Runechants you control and prevent 1 damage for each Runechant destroyed this way.

At the beginning of your action phase, destroy this."	Runeblade Action - Aura				No	No	
HP8HBbKwHCRChp7n7MgDB	Runeblood Incantation	Red	1	1		2				Runeblade, Action, Aura		Go again						"**Go again**

This enters the arena with 3 verse counters.

At the beginning of your action phase, remove a verse counter from this. If you do, create a Runechant token. Otherwise, destroy this."	Runeblade Action - Aura					No	
8DjkqfBWGccNqnzjLNhqG	Runeblood Incantation	Yellow	2	1		2				Runeblade, Action, Aura		Go again						"**Go again**

This enters the arena with 2 verse counters.

At the beginning of your action phase, remove a verse counter from this. If you do, create a Runechant token. Otherwise, destroy this."	Runeblade Action - Aura					No	
Kg9LDB97dGzHHMdTCd8R6	Runeblood Incantation	Blue	3	1		2				Runeblade, Action, Aura		Go again						"**Go again**

This enters the arena with a verse counter.

At the beginning of your action phase, remove a verse counter from this. If you do, create a Runechant token. Otherwise, destroy this."	Runeblade Action - Aura					No	
zfrHQjbPkpBmdQGrWcTMB	Runechant								1	Runeblade, Token, Aura								When you play an attack action card or activate a weapon attack, destroy this and deal 1 arcane damage to target opposing hero.	Runeblade Token - Aura						
HDtcFpfJGnLpQW7LfmM7k	Runechant of Envy	Yellow	2	0						Runeblade, Instant, Aura							Usurp	"This counts as a Runechant. When an attack usurps this, gain 1{h}.

When this is destroyed, create a Runechant token.

At the beginning of your action phase or when you play an attack action card, destroy this."	Runeblade Instant - Aura						
9wdzWnFf7J6nmL86nFhtN	Runechant of Gluttony	Yellow	2	0						Runeblade, Instant, Aura							Usurp	"This counts as a Runechant. When an attack usurps this, gain {r}.

When this is destroyed, create a Runechant token.

At the beginning of your action phase or when you play an attack action card, destroy this."	Runeblade Instant - Aura						
MT8LQJTF6w8gPqMzNTrkr	Runechant of Greed	Yellow	2	0						Runeblade, Instant, Aura							Usurp	"This counts as a Runechant. When an attack usurps this, draw a card.

When this is destroyed, create a Runechant token.

At the beginning of your action phase or when you play an attack action card, destroy this."	Runeblade Instant - Aura				No	No	
FpMpBwHGNgTGDjgfpWBKB	Runechant of Lust	Yellow	2	0						Runeblade, Instant, Aura							Usurp	"This counts as a Runechant. When an attack usurps this, create a Runechant token.

When this is destroyed, create a Runechant token.

At the beginning of your action phase or when you play an attack action card, destroy this."	Runeblade Instant - Aura						
HqGFdH8tMH6fR8bNMkTjq	Runechant of Pride	Yellow	2	0						Runeblade, Instant, Aura							Usurp	"This counts as a Runechant. When an attack usurps this, it gets +1{p}.

When this is destroyed, create a Runechant token.

At the beginning of your action phase or when you play an attack action card, destroy this."	Runeblade Instant - Aura						
BMgj68hT9jQHQ6nFqhTDT	Runechant of Sloth	Yellow	2	0						Runeblade, Instant, Aura					Go again		Usurp	"This counts as a Runechant. When an attack usurps this, it gets **go again**.

When this is destroyed, create a Runechant token.

At the beginning of your action phase or when you play an attack action card, destroy this."	Runeblade Instant - Aura						
qwpdn8CJWGgkHLqdhDtgh	Runechant of Wrath	Yellow	2	0						Runeblade, Instant, Aura					Overpower		Usurp	"This counts as a Runechant. When an attack usurps this, it gets **overpower**.

When this is destroyed, create a Runechant token.

At the beginning of your action phase or when you play an attack action card, destroy this."	Runeblade Instant - Aura						
zzWc8BBmC9T6bfQwDMBPH	Runehold Release					0				Runeblade, Equipment, Arms			Action	Go again				**Action** - Destroy this: Create a Runechant token. **Go again**	Runeblade Equipment - Arms						
66LHrpFckMQ8WNWhPjbD6	Runerager Swarm	Red	1	0	3	3				Runeblade, Action, Attack		Go again						If you've played or created an aura this turn, this gets **go again**.	Runeblade Action - Attack						
8zcbgBnjjdmM6G9hCqC9f	Runerager Swarm	Yellow	2	0	2	3				Runeblade, Action, Attack		Go again						If you've played or created an aura this turn, this gets **go again**.	Runeblade Action - Attack						
NHbgwmKj6z9GrPHGPdCDh	Runerager Swarm	Blue	3	0	1	3				Runeblade, Action, Attack		Go again						If you've played or created an aura this turn, this gets **go again**.	Runeblade Action - Attack						
JMT6bHRdPpnzwqJPkrNFH	Runic Disposition	Red	1	2	6	2				Runeblade, Action, Attack		Usurp	Instant					"**Usurp**

**Instant** - Discard this: Create a Runechant token."	Runeblade Action - Attack					No	
KPwLPNGwQBGRztKnqh8kH	Runic Disposition	Yellow	2	2	5	2				Runeblade, Action, Attack		Usurp	Instant					"**Usurp**

**Instant** - Discard this: Create a Runechant token."	Runeblade Action - Attack					No	
dmhHjqRHBRQMJWpDdRrnf	Runic Disposition	Blue	3	2	4	2				Runeblade, Action, Attack		Usurp	Instant					"**Usurp**

**Instant** - Discard this: Create a Runechant token."	Runeblade Action - Attack					No	
FrwgNQ6rgmfkn8DnNwTDH	Runic Fellingsong	Red	1	3	7	3			1	Runeblade, Action, Attack								When this attacks, you may banish an aura from your graveyard. If you do, deal 1 arcane damage to target hero.	Runeblade Action - Attack						
KCkCjwwFqqmmmzMDRJbdw	Runic Fellingsong	Yellow	2	3	6	3			1	Runeblade, Action, Attack								When this attacks, you may banish an aura from your graveyard. If you do, deal 1 arcane damage to target hero.	Runeblade Action - Attack						
djwkWbcLBTTbgtNJMHbzP	Runic Fellingsong	Blue	3	3	5	3			1	Runeblade, Action, Attack								When this attacks, you may banish an aura from your graveyard. If you do, deal 1 arcane damage to target hero.	Runeblade Action - Attack						
QLtPbbtqrQ9hNtWH6jG6t	Runic Reaping	Red	1	1		2				Runeblade, Action		Go again						"The next Runeblade attack action card you play this turn gets ""When this hits, create 3 Runechant tokens"".

If an attack action card was pitched to play this, the next Runeblade attack action card you play this turn gets +1{p}.

**Go again**"	Runeblade Action						
7NPrtC9qGbkQPLDf7tbBB	Runic Reaping	Yellow	2	1		2				Runeblade, Action		Go again						"The next Runeblade attack action card you play this turn gets ""When this hits, create 2 Runechant tokens"".

If an attack action card was pitched to play this, the next Runeblade attack action card you play this turn gets +1{p}.

**Go again**"	Runeblade Action						
JKhQ7hPQnhbqnwpfcBzQh	Runic Reaping	Blue	3	1		2				Runeblade, Action		Go again						"The next Runeblade attack action card you play this turn gets ""When this hits, create a Runechant token"".

If an attack action card was pitched to play this, the next Runeblade attack action card you play this turn gets +1{p}.

**Go again**"	Runeblade Action						
WLGtJWhc6kwGfrDRQFJjj	Runic Reaving	Red	1	0	4	2				Runeblade, Action, Attack		Usurp	Instant					"**Usurp**

**Instant** - Discard this: Create a Runechant token."	Runeblade Action - Attack					No	
kzzPHWCkjb8gddN6t6Nwn	Runic Reaving	Yellow	2	0	3	2				Runeblade, Action, Attack		Usurp	Instant					"**Usurp**

**Instant** - Discard this: Create a Runechant token."	Runeblade Action - Attack					No	
8pnmqdgNFqnBnj7Wm9Tt7	Runic Reaving	Blue	3	0	2	2				Runeblade, Action, Attack		Usurp	Instant					"**Usurp**

**Instant** - Discard this: Create a Runechant token."	Runeblade Action - Attack					No	
MbWDqNtrDdJWLWNCNDQpB	Runic Reckoning	Red	1	1		3				Runeblade, Action		Go again						"This costs {r} less to play for each Runechant you control.

The next Runeblade attack action card you play this turn gets +3{p}.

**Go again**"	Runeblade Action				No	No	
gBdLwdzLq6zrMGbHKpKfw	Runic Reclamation	Red	1	3	7	3				Runeblade, Action, Attack								When this hits a hero, destroy target aura they control. If you do, create a Runechant token.	Runeblade Action - Attack				No	No	
hPQ9NCmMKDdgMkzpkpGb6	Runner Runner	Red	1	2	6	3				Brute, Warrior, Action, Attack							Go again	When this attacks, if it has **go again**, create an Agility token.	Brute / Warrior Action - Attack				No	No	
6MCNTLWcTpN7kJFkQBMPB	Rush of Knowledge	Blue	3	0	4	2				Illusionist, Wizard, Action, Attack		Phantasm						"When this attacks, you may destroy a Ponder token you control. If you do, draw a card and gain 1 action point.

**Phantasm**"	Illusionist / Wizard Action - Attack				No	No	
jbmgCjPjGMC9g6688q8RM	Rush of Power	Red	1	0	3	3			1	Lightning, Runeblade, Action, Attack		Quickstrike					Go again	"**Quickstrike** - If this has go again, it gets +1{p}.

When this hits a hero, deal 1 arcane damage to them."	Lightning Runeblade Action - Attack						
qtJwHkr8WgjHJcC9gNPGj	Rush of Power	Yellow	2	0	2	3			1	Lightning, Runeblade, Action, Attack		Quickstrike					Go again	"**Quickstrike** - If this has go again, it gets +1{p}.

When this hits a hero, deal 1 arcane damage to them."	Lightning Runeblade Action - Attack						
mr9jJffnHHHcrG9p8fdMP	Rush of Power	Blue	3	0	1	3			1	Lightning, Runeblade, Action, Attack		Quickstrike					Go again	"**Quickstrike** - If this has go again, it gets +1{p}.

When this hits a hero, deal 1 arcane damage to them."	Lightning Runeblade Action - Attack						
wmN6kmKhktkmfhWtqLmHm	Rushing River	Red	1	0	3	3				Ninja, Action, Attack		Combo, Go again						"**Combo** - If Torrent of Tempo was the last attack this combat chain, this gets +1{p}, **go again**, and ""When this hits, draw X cards then put X cards from your hand on top of your deck in any order, where X is the number of attacks that have hit this combat chain."""	Ninja Action - Attack					No	
cdcnJRkcCzJkDmb7NwnPQ	Rushing River	Yellow	2	0	2	3				Ninja, Action, Attack		Combo, Go again						"**Combo** - If Torrent of Tempo was the last attack this combat chain, this gets +1{p}, **go again**, and ""When this hits, draw X cards then put X cards from your hand on top of your deck in any order, where X is the number of attacks that have hit this combat chain."""	Ninja Action - Attack					No	
tMDDnhBrcpCL8c9MW7BgC	Rushing River	Blue	3	0	1	3				Ninja, Action, Attack		Combo, Go again						"**Combo** - If Torrent of Tempo was the last attack this combat chain, this gets +1{p}, **go again**, and ""When this hits, draw X cards then put X cards from your hand on top of your deck in any order, where X is the number of attacks that have hit this combat chain."""	Ninja Action - Attack					No	
LKtdCkW87n6dJCtKqqkMw	Rust Belt					1				Mechanologist, Equipment, Chest		Battleworn						"**Instant** - {t} a cog you control, destroy this: Gain {r}.

**Battleworn**"	Mechanologist Equipment - Chest						
CCwMfr7DptzKNpLPDwtDc	Rusted Relic	Blue	3	0						Generic, Action, Item		Arcane Barrier 1						**Arcane Barrier 1**	Generic Action - Item					No	
CMbMkj6F86Kj9kPKNBwPN	Rusty Harpoon	Blue	3	0	1	3				Pirate, Ranger, Action, Arrow, Attack									Pirate Ranger Action - Arrow Attack						
hRMhmf8qkn6pR7TWQLqgb	Ruu'di, Gem Keeper						40	4		Hero, Merchant			Once per Turn Action	Go again				"You may only have PSA graded cards in your deck.

**Once per Turn Action** - {r}: Reveal the top card of your deck. If it's graded Gem Mint 10, put it into your hand, otherwise each opponent may draw a card. **Go again**"	Hero - Merchant		No		No	No	
bdCCWJQKkgjTNrH8PbnwQ	Sack the Shifty	Red	1	0	4	3				Assassin, Action, Attack		Contract					Go again	"**Contract** - You are contracted to banish opponents' cards with base **go again**. Whenever you complete this contract, create a Silver token.

When this hits a hero, banish the top card of their deck."	Assassin Action - Attack						
TTdC6bPmz9GFQzqWFJnDC	Sack the Shifty	Yellow	2	0	3	3				Assassin, Action, Attack		Contract					Go again	"**Contract** - You are contracted to banish opponents' cards with base **go again**. Whenever you complete this contract, create a Silver token.

When this hits a hero, banish the top card of their deck."	Assassin Action - Attack						
GCBnJqcCCpBHQwzBgdNbh	Sack the Shifty	Blue	3	0	2	3				Assassin, Action, Attack		Contract					Go again	"**Contract** - You are contracted to banish opponents' cards with base **go again**. Whenever you complete this contract, create a Silver token.

When this hits a hero, banish the top card of their deck."	Assassin Action - Attack						
cdb8cTqP9MRgwqr7Q6rHQ	Sacred Art: Immortal Lunar Shrine	Blue	3	3						Mystic, Illusionist, Instant		Legendary, Transcend					Ward	"**Legendary**

If you've played another blue card this turn, choose 3. Otherwise, choose 1;
- Create 2 Spectral Shield tokens.
- Put a +1{p} counter on each aura with **ward** you control.
- **Transcend**"	Mystic Illusionist Instant				No	No	
GJzhGm6bb6gW8nMBgQRbz	Sacred Art: Jade Tiger Domain	Blue	3	3						Mystic, Ninja, Instant		Legendary, Transcend						"**Legendary**

If you've played another blue card this turn, choose 3. Otherwise, choose 1;
- Create 2 Crouching Tigers in your hand.
- Your Crouching Tigers get +1{p} this turn.
- **Transcend**"	Mystic Ninja Instant				No	No	
c8CdW9QBrMJPh6nwJGJ6Q	Sacred Art: Undercurrent Desires	Blue	3	3						Mystic, Assassin, Instant		Legendary, Transcend						"**Legendary**

If you've played another blue card this turn, choose 3. Otherwise, choose 1;
- Create a Fang Strike and Slither in your hand.
- Banish up to 2 cards in an opposing hero's graveyard.
- **Transcend**"	Mystic Assassin Instant				No	No	
jFTctWqJnnwKqbbdphWjQ	Sadistic Scowl	Red	1	3		2				Reviled, Action		Intimidate, Go again						"Your next attack this turn gets +5{p}.

**Intimidate** target hero.

**Go again**"	Reviled Action					No	
zKtm8BQzLMCwJRgqcGLNm	Salt the Wound	Yellow	2	0	2	3				Ninja, Action, Attack								This gets +1{p} for each attack that has hit this combat chain.	Ninja Action - Attack						
c9hrdrfn8dNhkBcfQmqWn	Saltwater Swell	Red	1	1	3	3				Pirate, Action, Attack		Go again						"When this attacks, reveal the top card of your deck. If it's blue, pitch it.

**Go again**"	Pirate Action - Attack					No	
rBz7GBhR7FPkbzKwRWmdp	Saltwater Swell	Yellow	2	1	2	3				Pirate, Action, Attack		Go again						"When this attacks, reveal the top card of your deck. If it's blue, pitch it.

**Go again**"	Pirate Action - Attack					No	
DN8dWKrTLQzr6H9BJ8kcn	Saltwater Swell	Blue	3	1	1	3				Pirate, Action, Attack		Go again						"When this attacks, reveal the top card of your deck. If it's blue, pitch it.

**Go again**"	Pirate Action - Attack					No	
9pnrkbM9DbqCqqkbDCC8N	Salvage Shot	Red	1	1	5	3				Ranger, Action, Arrow, Attack								When this hits, put it on the bottom of its owner's deck.	Ranger Action - Arrow Attack						
d8mzLHtQRkT8GWFcgR78H	Salvage Shot	Yellow	2	1	4	3				Ranger, Action, Arrow, Attack								When this hits, put it on the bottom of its owner's deck.	Ranger Action - Arrow Attack						
bjffjnzNfQhdcGKKCWKCd	Salvage Shot	Blue	3	1	3	3				Ranger, Action, Arrow, Attack								When this hits, put it on the bottom of its owner's deck.	Ranger Action - Arrow Attack						
bMJBmMJt99tBDWrznqMBR	Sanctuary of Aria									Rosetta, Macro			Instant					**Instant** - {r}{r}: Prevent the next 1 damage that would be dealt to you this turn by a source of your choice. Destroy this at the beginning of the end phase.	Rosetta Macro						
DHhDFNgTHdTJ7NpWWm8jm	Sand Cover	Red	1	0						Draconic, Illusionist, Instant					Ward 4			Target ash you control gets **ward 4** until end of turn.	Draconic Illusionist Instant						
bjKB8W9jG6nDH9Gt6rJMb	Sand Cover	Yellow	2	0						Draconic, Illusionist, Instant					Ward 3			Target ash you control gets **ward 3** until end of turn.	Draconic Illusionist Instant						
GQJqWJwPz8BBnQRjb8ntF	Sand Cover	Blue	3	0						Draconic, Illusionist, Instant					Ward 2			Target ash you control gets **ward 2** until end of turn.	Draconic Illusionist Instant						
BpjDRjGcMhFQkKQLnLLkQ	Sand Sketched Plan	Blue	3	0		3				Brute, Action		Rhinar Specialization						"**Rhinar Specialization**

Search your deck for a card, put it into your hand, discard a random card, then shuffle.

If the discarded card has 6 or more {p}, gain 2 action points."	Brute Action					No	
7kf9MgCRrqFckmcHLjtKb	Sandscour Greatbow									Ranger, Weapon, Bow, 2H			Once per Turn Action	Go again				"**Once per Turn Action** - {r}: Look at the top card of your deck. You may put an arrow from your hand or the top of your deck face-up into your arsenal. **Go again**

Whenever an arrow is put face-up in arsenal from your deck, put an aim counter on it."	Ranger Weapon - Bow (2H)				No	No	
HmPP97LtzDb7fPrHPFdLk	Sap	Red	1	0		3			3	Wizard, Action		Surge						"Deal 3 arcane damage to target hero.

**Surge** - If this deals more than 3 damage to a hero, you may remove an energy counter from a permanent they control."	Wizard Action						
nkzf6zG8JPJgGkt7N66RP	Sap	Yellow	2	0		3			2	Wizard, Action		Surge						"Deal 2 arcane damage to target hero.

**Surge** - If this deals more than 2 damage to a hero, you may remove an energy counter from a permanent they control."	Wizard Action						
pGWLw8bBqKqTQHnrhg6b6	Sap	Blue	3	0		3			1	Wizard, Action		Surge						"Deal 1 arcane damage to target hero.

**Surge** - If this deals more than 1 damage to a hero, you may remove an energy counter from a permanent they control."	Wizard Action						
8n9Fkr9DLNbMhKJRJTkLL	Sapphire Amulet	Blue	3	0						Generic, Action, Item		Legendary, Watery Grave	Action					"**Action** - Destroy this: Your hero gets +1{i} this turn.

**Legend of the Watery Grave**"	Generic Action - Item				No	No	
WQnrwMqz7KtLWb9nfzNDf	Sapwood Elixir	Red	1	1		3				Generic, Action		Go again						"Your next attack this turn gets +3{p}.

You may destroy a Frailty token you control. If you do, gain 1 {h}.

**Go again**"	Generic Action					No	
9BqdPQckmdgcfzwtjw7BP	Sash of Sandikai					0				Draconic, Equipment, Chest			Instant					**Instant** - Destroy this: Gain {r}. Activate this only if you've played a red card this turn.	Draconic Equipment - Chest						
wDQNdbWNncgjKMHchH7PQ	Satiate Bloodthirst	Red	1	3	7	2				Shadow, Brute, Action, Attack		Blood Debt	Instant					"**Instant** - Banish this from your hand: Gain 1{h}

**Blood Debt**"	Shadow Brute Action - Attack						
